"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"654","Group8.6","amel_OGSv3.2","gene",1623970,1623970,"0.993679","-",".","GB40348"
"655","Group8.6","amel_OGSv3.2","gene",1624141,1624141,"0.993679","-",".","GB40348"
"656","Group8.6","amel_OGSv3.2","gene",1670686,1670686,"1","+",".","GB40559"
"657","Group8.6","amel_OGSv3.2","gene",1670803,1670803,"1","+",".","GB40559"
"658","Group8.6","amel_OGSv3.2","gene",1670686,1670686,"0.999998","-",".","GB40344"
"659","Group8.6","amel_OGSv3.2","gene",1670803,1670803,"0.999998","-",".","GB40344"
"660","Group8.6","amel_OGSv3.2","gene",547494,547494,"0.548025","+",".","GB40498"
"673","Group8.7","amel_OGSv3.2","gene",33714,33714,"1","+",".","GB54526"
"674","Group8.7","amel_OGSv3.2","gene",34559,34559,"1","+",".","GB54526"
"680","Group8.8","amel_OGSv3.2","gene",555361,555361,"0.999986","-",".","GB43848"
"681","Group8.8","amel_OGSv3.2","gene",733482,733482,"1","-",".","GB43824"
"682","Group8.8","amel_OGSv3.2","gene",780653,780653,"0.639282","+",".","GB43908"
"694","Group8.9","amel_OGSv3.2","gene",1042069,1042069,"1","+",".","GB41884"
"695","Group8.9","amel_OGSv3.2","gene",1042069,1042069,"1","-",".","GB41779"
"696","Group8.9","amel_OGSv3.2","gene",1075239,1075239,"0.515375","+",".","GB41888"
"697","Group8.9","amel_OGSv3.2","gene",447922,447922,"0.999681","+",".","GB41861"
"698","Group8.9","amel_OGSv3.2","gene",9239,9239,"0.980118","+",".","GB41835"
"705","Group8.11","amel_OGSv3.2","gene",386574,386574,"0.643073","+",".","GB52848"
"709","Group8.12","amel_OGSv3.2","gene",182202,182202,"0.999738","-",".","GB54798"
"713","Group8.17","amel_OGSv3.2","gene",38148,38148,"1","-",".","GB41974"
"714","Group8.17","amel_OGSv3.2","gene",38368,38368,"1","-",".","GB41974"
"715","Group8.17","amel_OGSv3.2","gene",80412,80412,"1","-",".","GB41972"
"743","Group8.21","amel_OGSv3.2","gene",490963,490963,"0.660741","-",".","GB51670"
"744","Group8.21","amel_OGSv3.2","gene",565286,565286,"0.900661","+",".","GB51738"
"745","Group8.21","amel_OGSv3.2","gene",566667,566667,"0.900661","+",".","GB51738"
"746","Group8.21","amel_OGSv3.2","gene",566673,566673,"0.900661","+",".","GB51738"
"747","Group8.21","amel_OGSv3.2","gene",567690,567690,"0.900661","+",".","GB51738"
"748","Group8.21","amel_OGSv3.2","gene",567781,567781,"0.900661","+",".","GB51738"
"749","Group8.21","amel_OGSv3.2","gene",648223,648223,"0.999998","+",".","GB51745"
"750","Group8.21","amel_OGSv3.2","gene",648263,648263,"0.999998","+",".","GB51745"
"751","Group8.21","amel_OGSv3.2","gene",648454,648454,"0.999998","+",".","GB51745"
"752","Group8.21","amel_OGSv3.2","gene",648769,648769,"0.999998","+",".","GB51745"
"753","Group8.21","amel_OGSv3.2","gene",648972,648972,"0.999998","+",".","GB51745"
"754","Group8.21","amel_OGSv3.2","gene",875664,875664,"1","+",".","GB51762"
"777","Group9.10","amel_OGSv3.2","gene",1713530,1713530,"0.97178","+",".","GB42816"
"778","Group9.10","amel_OGSv3.2","gene",1713694,1713694,"0.97178","+",".","GB42816"
"779","Group9.10","amel_OGSv3.2","gene",1735698,1735698,"0.999812","-",".","GB42681"
"780","Group9.10","amel_OGSv3.2","gene",1783911,1783911,"0.999954","-",".","GB42674"
"781","Group9.10","amel_OGSv3.2","gene",812894,812894,"0.999999","+",".","GB42781"
"782","Group9.10","amel_OGSv3.2","gene",812919,812919,"0.999999","+",".","GB42781"
"795","Group9.12","amel_OGSv3.2","gene",577441,577441,"1","-",".","GB53357"
"796","Group9.12","amel_OGSv3.2","gene",577908,577908,"1","-",".","GB53357"
"797","Group9.12","amel_OGSv3.2","gene",578656,578656,"1","-",".","GB53357"
"798","Group9.12","amel_OGSv3.2","gene",718083,718083,"0.999418","-",".","GB53355"
"803","Group10.17","amel_OGSv3.2","gene",197272,197272,"1","-",".","GB55873"
"807","Group10.21","amel_OGSv3.2","gene",246915,246915,"0.999998","+",".","GB52526"
"821","Group10.26","amel_OGSv3.2","gene",1467121,1467121,"0.999999","-",".","GB50959"
"822","Group10.26","amel_OGSv3.2","gene",1467139,1467139,"0.999999","-",".","GB50959"
"823","Group10.26","amel_OGSv3.2","gene",1467900,1467900,"0.999999","-",".","GB50959"
"824","Group10.26","amel_OGSv3.2","gene",1626103,1626103,"1","-",".","GB50947"
"825","Group10.26","amel_OGSv3.2","gene",215520,215520,"0.999985","+",".","GB51040"
"826","Group10.26","amel_OGSv3.2","gene",2361207,2361207,"0.997196","-",".","GB50897"
"835","Group11.3","amel_OGSv3.2","gene",125985,125985,"0.999999","+",".","GB43968"
"845","Group11.6","amel_OGSv3.2","gene",1164892,1164892,"1","-",".","GB55151"
"846","Group11.6","amel_OGSv3.2","gene",1292137,1292137,"0.99882","+",".","GB55237"
"847","Group11.6","amel_OGSv3.2","gene",1292150,1292150,"0.99882","+",".","GB55237"
"848","Group11.6","amel_OGSv3.2","gene",980196,980196,"0.978483","-",".","GB55164"
"849","Group11.6","amel_OGSv3.2","gene",14771,14771,"0.661981","-",".","GB55190"
"855","Group11.8","amel_OGSv3.2","gene",427486,427486,"0.998124","-",".","GB43653"
"871","Group11.18","amel_OGSv3.2","gene",1765240,1765240,"1","+",".","GB45134"
"872","Group11.18","amel_OGSv3.2","gene",1765240,1765240,"1","-",".","GB45038"
"873","Group11.18","amel_OGSv3.2","gene",1770997,1770997,"1","+",".","GB45135"
"874","Group11.18","amel_OGSv3.2","gene",1771066,1771066,"1","+",".","GB45135"
"875","Group11.18","amel_OGSv3.2","gene",2646457,2646457,"1","-",".","GB45009"
"876","Group11.18","amel_OGSv3.2","gene",2646697,2646697,"1","-",".","GB45009"
"877","Group11.18","amel_OGSv3.2","gene",3036391,3036391,"1","+",".","GB45189"
"878","Group11.18","amel_OGSv3.2","gene",3036391,3036391,"0.948985","-",".","GB44977"
"879","Group11.18","amel_OGSv3.2","gene",3533851,3533851,"0.995208","-",".","GB44959"
"880","Group11.18","amel_OGSv3.2","gene",3642493,3642493,"1","+",".","GB45207"
"881","Group11.18","amel_OGSv3.2","gene",3673684,3673684,"1","+",".","GB45212"
"882","Group11.18","amel_OGSv3.2","gene",3673838,3673838,"1","+",".","GB45212"
"883","Group11.18","amel_OGSv3.2","gene",4731548,4731548,"0.999998","+",".","GB45300"
"945","Group11.20","amel_OGSv3.2","gene",24573,24573,"1","+",".","GB43168"
"946","Group11.20","amel_OGSv3.2","gene",24573,24573,"0.999951","-",".","GB43163"
"947","Group11.20","amel_OGSv3.2","gene",27789,27789,"0.999951","-",".","GB43163"
"948","Group11.20","amel_OGSv3.2","gene",28815,28815,"0.999951","-",".","GB43163"
"949","Group11.20","amel_OGSv3.2","gene",29823,29823,"0.999951","-",".","GB43163"
"950","Group11.20","amel_OGSv3.2","gene",48655,48655,"1","-",".","GB43160"
"951","Group11.20","amel_OGSv3.2","gene",48688,48688,"1","-",".","GB43160"
"952","Group11.20","amel_OGSv3.2","gene",49028,49028,"1","-",".","GB43160"
"953","Group11.20","amel_OGSv3.2","gene",493630,493630,"1","+",".","GB43200"
"954","Group11.20","amel_OGSv3.2","gene",52709,52709,"1","-",".","GB43159"
"955","Group11.20","amel_OGSv3.2","gene",52735,52735,"1","-",".","GB43159"
"956","Group11.20","amel_OGSv3.2","gene",52743,52743,"1","-",".","GB43159"
"957","Group11.20","amel_OGSv3.2","gene",52772,52772,"1","-",".","GB43159"
"958","Group11.20","amel_OGSv3.2","gene",52789,52789,"1","-",".","GB43159"
"959","Group11.20","amel_OGSv3.2","gene",52853,52853,"1","-",".","GB43159"
"960","Group11.20","amel_OGSv3.2","gene",566673,566673,"1","-",".","GB43114"
"961","Group11.20","amel_OGSv3.2","gene",66684,66684,"1","+",".","GB43171"
"962","Group11.20","amel_OGSv3.2","gene",70281,70281,"0.987807","-",".","GB43157"
"963","Group11.20","amel_OGSv3.2","gene",71205,71205,"0.987807","-",".","GB43157"
"964","Group11.20","amel_OGSv3.2","gene",709163,709163,"1","+",".","GB43218"
"965","Group11.20","amel_OGSv3.2","gene",719521,719521,"0.999536","-",".","GB43099"
"966","Group11.20","amel_OGSv3.2","gene",721113,721113,"0.999536","-",".","GB43099"
"967","Group11.20","amel_OGSv3.2","gene",916502,916502,"0.999998","-",".","GB43078"
"968","Group11.20","amel_OGSv3.2","gene",955750,955750,"1","+",".","GB43238"
"969","Group11.20","amel_OGSv3.2","gene",955783,955783,"1","+",".","GB43238"
"970","Group11.20","amel_OGSv3.2","gene",955793,955793,"1","+",".","GB43238"
"971","Group11.20","amel_OGSv3.2","gene",955798,955798,"1","+",".","GB43238"
"1005","Group12.5","amel_OGSv3.2","gene",166141,166141,"1","-",".","GB40217"
"1006","Group12.5","amel_OGSv3.2","gene",58231,58231,"1","-",".","GB40222"
"1021","Group12.16","amel_OGSv3.2","gene",385143,385143,"0.999999","-",".","GB49325"
"1022","Group12.16","amel_OGSv3.2","gene",385168,385168,"0.999999","-",".","GB49325"
"1023","Group12.16","amel_OGSv3.2","gene",385214,385214,"0.999999","-",".","GB49325"
"1024","Group12.16","amel_OGSv3.2","gene",385338,385338,"0.999999","-",".","GB49325"
"1025","Group12.16","amel_OGSv3.2","gene",541054,541054,"0.796376","+",".","GB49391"
"1026","Group12.16","amel_OGSv3.2","gene",816824,816824,"0.999978","-",".","GB49315"
"1036","Group13.7","amel_OGSv3.2","gene",397516,397516,"0.999998","+",".","GB40112"
"1037","Group13.7","amel_OGSv3.2","gene",397516,397516,"0.999998","-",".","GB40100"
"1044","Group13.10","amel_OGSv3.2","gene",1109040,1109040,"1","-",".","GB47769"
"1045","Group13.10","amel_OGSv3.2","gene",1116337,1116337,"1","+",".","GB47808"
"1046","Group13.10","amel_OGSv3.2","gene",72820,72820,"0.992849","-",".","GB47788"
"1051","Group14.9","amel_OGSv3.2","gene",104993,104993,"0.989909","+",".","GB43598"
"1074","Group14.14","amel_OGSv3.2","gene",1009740,1009740,"1","-",".","GB52691"
"1075","Group14.14","amel_OGSv3.2","gene",1009748,1009748,"1","-",".","GB52691"
"1076","Group14.14","amel_OGSv3.2","gene",1009891,1009891,"1","-",".","GB52691"
"1077","Group14.14","amel_OGSv3.2","gene",1009903,1009903,"1","-",".","GB52691"
"1078","Group14.14","amel_OGSv3.2","gene",1009918,1009918,"1","-",".","GB52691"
"1079","Group14.14","amel_OGSv3.2","gene",116841,116841,"1","+",".","GB52746"
"1080","Group14.14","amel_OGSv3.2","gene",116851,116851,"1","+",".","GB52746"
"1081","Group14.14","amel_OGSv3.2","gene",954582,954582,"0.999528","+",".","GB52793"
"1082","Group14.14","amel_OGSv3.2","gene",954770,954770,"0.999528","+",".","GB52793"
"1083","Group14.14","amel_OGSv3.2","gene",957069,957069,"0.999528","+",".","GB52793"
"1084","Group14.14","amel_OGSv3.2","gene",984828,984828,"0.724639","+",".","GB52798"
"1116","Group14.15","amel_OGSv3.2","gene",1395124,1395124,"1","+",".","GB41737"
"1117","Group14.15","amel_OGSv3.2","gene",1395275,1395275,"1","+",".","GB41737"
"1118","Group14.15","amel_OGSv3.2","gene",226653,226653,"1","+",".","GB41693"
"1119","Group14.15","amel_OGSv3.2","gene",228089,228089,"1","+",".","GB41693"
"1120","Group14.15","amel_OGSv3.2","gene",228363,228363,"1","+",".","GB41693"
"1121","Group14.15","amel_OGSv3.2","gene",228806,228806,"1","+",".","GB41693"
"1122","Group14.15","amel_OGSv3.2","gene",610841,610841,"0.993982","-",".","GB41639"
"1123","Group14.15","amel_OGSv3.2","gene",611321,611321,"0.993982","-",".","GB41639"
"1124","Group14.15","amel_OGSv3.2","gene",684459,684459,"0.867833","-",".","GB41634"
"1125","Group14.15","amel_OGSv3.2","gene",684473,684473,"0.867833","-",".","GB41634"
"1126","Group14.15","amel_OGSv3.2","gene",684962,684962,"0.867833","-",".","GB41634"
"1145","Group15.14","amel_OGSv3.2","gene",1299352,1299352,"1","+",".","GB50609"
"1146","Group15.14","amel_OGSv3.2","gene",1299426,1299426,"1","+",".","GB50609"
"1147","Group15.14","amel_OGSv3.2","gene",1299637,1299637,"1","+",".","GB50609"
